official_title,study_first_posted_date,verification_date,start_date,start_month_year,nct_id,phase,last_known_status,study_type,enrollment,overall_status,facilitiesCount,multisite,funding,fundingComb,intervention_comb,interventionType,interventionTypeCombined,were_results_reported,pubCount,pubCountBool,diverse,diverseGroup,yearStart,numMissing,interventionDrugNonDrug,industryNonIndustry,raceSpecific
Blood Pressure in Blacks and Calcium (BBC) and Vitamin D Study,3/3/2017,4/30/2019,1/8/2018,8-Jan-18,NCT03070483,Phase 2,NA,Interventional,5,Completed,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,1,TRUE,African American,Race-specific,2017,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Racial Differences in the Natriuretic Peptide Response to Exercise and Beta-blockers,3/3/2017,10/31/2019,4/30/2017,30-Apr-17,NCT03070184,Phase 2,NA,Interventional,80,Recruiting,1,FALSE,Other,Other,"Other, Dietary Supplement, Other, Drug",Drug,Pharmaceutical,FALSE,4,TRUE,Non-race specific,Non-race specific,2017,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Effects of a Multi-Pathway Dietary Supplement (Stem Cell 100+) on Indices of Health and Life Expectancy,2/14/2017,2/28/2017,3/12/2016,12-Mar-16,NCT03052491,Not Applicable,NA,Interventional,15,Completed,1,FALSE,Industry,Industry,Dietary Supplement,other,other,FALSE,5,TRUE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
OUTPATENT VASODILATOR ASSESSMENT USING ILOPROST IN PULMONARY HYPERTENSION (The OVATION Study),2/7/2017,12/31/2018,7/21/2017,21-Jul-17,NCT03044314,Phase 4,NA,Interventional,50,Recruiting,1,FALSE,Industry,Industry,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Mechanisms Underlying the Blood Pressure Lowering Effect of Sleep Extension,2/6/2017,8/31/2019,2/10/2017,10-Feb-17,NCT03043963,Not Applicable,NA,Interventional,188,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Treating Cognitive Deficits in Traumatic Spinal Cord Injury: A Randomized Clinical Trial,1/31/2017,8/31/2019,4/13/2017,13-Apr-17,NCT03037879,Not Applicable,NA,Interventional,104,Recruiting,1,FALSE,U.S. Fed,Public,"Other, Other, Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Randomized, Open-label Study to Evaluate the Effect of Daprodustat on Blood Pressure in Subjects With Anemia Associated With Chronic Kidney Disease on Hemodialysis Switched From a Stable Dose of an Erythropoiesis-stimulating Agent",1/24/2017,1/31/2020,7/27/2017,27-Jul-17,NCT03029247,Phase 2,NA,Interventional,62,Recruiting,11,TRUE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Using Values Affirmation to Reduce the Effects of Stereotype Threat on Hypertension Disparities: The Multicenter Randomized HYpertension and VALUEs (HYVALUE) Trial,1/23/2017,9/30/2019,1/31/2017,Jan-17,NCT03028597,Not Applicable,NA,Interventional,1130,Recruiting,3,TRUE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Retrospective Evaluation of Athens Complete Health Improvement Program (CHIP) Database,1/19/2017,10/31/2018,5/31/2011,May-11,NCT03025451,Not Applicable,NA,Interventional,512,Completed,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,5,TRUE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Prospective Randomized Controlled Trial to Compare and Analyze the Effects of Sound Masking and Reduction Techniques on Heart Rate and Blood Pressure Variability in Critically Ill Patients,1/12/2017,9/30/2019,12/31/2016,Dec-16,NCT03019133,Not Applicable,NA,Interventional,120,Recruiting,1,FALSE,Other,Other,"Device, Device",Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"The PROVIDE Study; Preeclampsia Research on Vitamin D, Inflammation, & Depression",1/11/2017,1/31/2019,4/1/2017,1-Apr-17,NCT03018132,Not Applicable,NA,Interventional,200,Recruiting,1,FALSE,Other,Other,Other,other,other,FALSE,56,TRUE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Improving Blood Pressure and Cardiovascular Risk With Resistance Exercise in African Americans,1/10/2017,4/30/2019,10/31/2016,Oct-16,NCT03016351,Not Applicable,NA,Interventional,140,Recruiting,1,FALSE,NIH,Public,"Other, Other",other,other,FALSE,13,TRUE,African American,Race-specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Determination of the Sensitivity and Specificity of a Smartphone Application to Detect Retinoblastoma,1/10/2017,3/31/2019,3/15/2018,15-Mar-18,NCT03016156,Not Applicable,NA,Interventional,290,Recruiting,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
An Open-Label Pilot Trial of Cognitive Behavioral Therapy in Familial Dysautonomia,1/6/2017,1/31/2019,12/6/2016,6-Dec-16,NCT03013777,Not Applicable,NA,Interventional,15,Completed,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Emotional Awareness and SElf-regulation for Depression in Patients With Hypertension (EASE) Study,1/9/2017,11/30/2019,4/1/2017,1-Apr-17,NCT03013907,Not Applicable,NA,Interventional,81,Completed,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Randomized Controlled Trial on the Effects of NSAIDs on Postpartum Blood Pressure in Patients Hypertensive Disorders of Pregnancy,1/5/2017,3/31/2018,1/31/2017,Jan-17,NCT03011567,Not Applicable,NA,Interventional,202,Recruiting,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Phase 2b/3a, Multi-Center, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study of the Efficacy and Safety of AMAG-423, a Digoxin Immune Fab, in Antepartum Subjects With Severe Preeclampsia",1/2/2017,6/30/2019,4/12/2017,12-Apr-17,NCT03008616,Phase 2/Phase 3,NA,Interventional,200,Recruiting,16,TRUE,Industry,Industry,"Biological, Other",Biological,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
"Neurocognition, Lifestyle Modification, and Treatment Resistant Hypertension",12/23/2016,1/31/2020,1/31/2016,Jan-16,NCT03001427,Not Applicable,NA,Interventional,120,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,1,TRUE,Non-race specific,Non-race specific,2016,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Prospective, Vehicle Controlled, Double Blinded, Multicenter, Randomized, Phase II Study of B244 Delivered as a Topical Spray to Determine Safety and Efficacy in Subjects With Elevated Blood Pressure",12/21/2016,6/30/2018,11/30/2016,Nov-16,NCT02998840,Phase 2,NA,Interventional,132,Completed,10,TRUE,Industry,Industry,"Biological, Biological",Biological,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Pragmatic Trial Comparing Telehealth Care and Optimized Clinic-Based Care for Uncontrolled High Blood Pressure,12/19/2016,12/31/2019,11/15/2017,15-Nov-17,NCT02996565,Not Applicable,NA,Interventional,3072,"Active, not recruiting",1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
DASH-Sodium Trial in Adolescents,12/15/2016,12/31/2017,10/31/2016,Oct-16,NCT02993458,Not Applicable,NA,Interventional,79,Terminated,2,TRUE,NIH,Public,"Other, Other, Other, Other",other,other,FALSE,12,TRUE,Non-race specific,Non-race specific,2016,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Facilitating Cardiovascular Risk Screening and Risk Reduction in Women Veterans (QUE 15-272),12/13/2016,1/31/2020,11/15/2016,15-Nov-16,NCT02991534,Not Applicable,NA,Interventional,260,Recruiting,4,TRUE,U.S. Fed,Public,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Clinical Evaluation of CATS Tonometer Prism,12/12/2016,8/31/2018,1/31/2017,Jan-17,NCT02989909,Not Applicable,NA,Interventional,86,Completed,1,FALSE,Industry,Industry,"Device, Device",Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Progesterone to Enhance the Efficacy and Success of Expectantly Managed Preterm Severe/Superimposed Preeclampsia-The PROGRESS Pilot Study,12/12/2016,5/31/2019,5/22/2017,22-May-17,NCT02989025,Phase 3,NA,Interventional,60,Recruiting,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Prospective Randomized Controlled Trial Investigating the Use of Genetic Predisposition to Guide Pharmacologic Therapy for Hypertension,12/9/2016,3/31/2019,1/23/2017,23-Jan-17,NCT02988245,Phase 2,NA,Interventional,425,Completed,15,TRUE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Piloting Healthcare Coordination in Hypertension,12/9/2016,3/31/2019,12/31/2015,Dec-15,NCT02988193,Not Applicable,NA,Interventional,28,Completed,1,FALSE,Industry,Industry,Device,Device,Device,TRUE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Genomic Outcomes of Metformin,12/8/2016,10/31/2019,8/3/2016,3-Aug-16,NCT02986659,Phase 4,NA,Interventional,34,Completed,1,FALSE,NIH,Public,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Feto-Endoscopic Tracheal Occlusion (FETO) for Left Congenital Diaphragmatic Hernia,12/8/2016,9/30/2017,11/30/2016,Nov-16,NCT02986087,Not Applicable,Recruiting,Interventional,5,Unknown status,1,FALSE,Other,Other,Device,Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Evaluation and Treatment of Elevated Left-Sided Filling Pressures by Balloon Inflation Within the Interior Vena Cava,12/7/2016,4/30/2018,12/31/2016,Dec-16,NCT02984631,Not Applicable,NA,Interventional,20,Recruiting,1,FALSE,Industry,Industry,Procedure,Procedure,Procedure,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Improving Medication Adherence in Hypertensive Individuals With Bipolar Disorder,12/6/2016,12/31/2019,3/13/2017,13-Mar-17,NCT02983877,Not Applicable,NA,Interventional,38,Completed,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,TRUE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Complete Health Improvement Program (CHIP) Risk Reduction/Claims Evaluation Project,11/30/2016,11/30/2019,8/31/2012,Aug-12,NCT02977884,Not Applicable,NA,Interventional,200,Recruiting,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,4,TRUE,Non-race specific,Non-race specific,2016,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Pilot to Examine Risk and Feasibility of Remote Management of BP From CKD Through ESRD,11/29/2016,11/30/2019,2/10/2017,10-Feb-17,NCT02975505,Phase 2,NA,Interventional,200,Recruiting,1,FALSE,Other,Other,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
MI-BP: mHealth to Improve Blood Pressure Control in Hypertensive African Americans,11/4/2016,9/30/2019,1/11/2018,11-Jan-18,NCT02955537,Not Applicable,NA,Interventional,304,Recruiting,2,TRUE,Other,Other,Other,other,other,FALSE,NA,FALSE,African American,Race-specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Milrinone in Congenital Diaphragmatic Hernia,11/1/2016,3/31/2019,8/22/2017,22-Aug-17,NCT02951130,Phase 2,NA,Interventional,66,Recruiting,16,TRUE,NIH,Public,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Descriptive Analysis of Near Infrared Spectroscopy in Critically Ill and Injured Pediatric and Neonatal Patients,11/1/2016,4/30/2019,7/29/2014,29-Jul-14,NCT02950181,Not Applicable,NA,Interventional,400,Suspended,1,FALSE,Other,Other,Device,Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Evaluation of 3-V Bioscience-2640, a FASN Inhibitor, to Reduce de Novo Lipogenesis in Subjects With Characteristics of the Metabolic Syndrome",10/28/2016,1/31/2018,2/1/2017,1-Feb-17,NCT02948569,Phase 1/Phase 2,NA,Interventional,13,Completed,1,FALSE,Industry,Industry,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Neurovascular Regulation During Exercise in Humans With Chronic Kidney Disease,10/28/2016,11/30/2019,10/31/2016,Oct-16,NCT02947750,Phase 2,NA,Interventional,150,Recruiting,3,TRUE,NIH,Public,"Drug, Other, Dietary Supplement, Other, Other, Dietary Supplement, Other",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Lowering Blood Pressure by Sleep Extension: a Randomized, Controlled Trial",10/11/2016,2/28/2019,10/31/2016,Oct-16,NCT02929810,Not Applicable,NA,Interventional,54,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Randomized Trial to Evaluate an Electronic CKD Clinical Decision Support System (CDSS) in Clinical Care,10/6/2016,8/31/2019,8/14/2017,14-Aug-17,NCT02925962,Not Applicable,NA,Interventional,540,"Active, not recruiting",1,FALSE,Other,Other,"Other, Other",other,other,FALSE,4,TRUE,Non-race specific,Non-race specific,2016,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Multi Ethnic Study of Atherosclerosis Individualized Response to Vitamin D Treatment Study,10/5/2016,4/30/2019,1/11/2017,11-Jan-17,NCT02925195,Not Applicable,NA,Interventional,682,Enrolling by invitation,5,TRUE,NIH,Public,"Dietary Supplement, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Management of Uncontrolled Hypertension: Ambulatory Blood Pressure Monitoring and Subsequent Modification of Therapy or Shifting Anti-hypertensive Medication to Night-time Dosing,10/3/2016,1/31/2020,1/31/2017,Jan-17,NCT02922023,Not Applicable,NA,Interventional,25,Recruiting,1,FALSE,Other,Other,"Device, Other",Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Randomized Control Trial of Vitamin D Prophylaxis in the Prevention of Hypertensive Disorders of Pregnancy,9/30/2016,10/31/2017,10/31/2016,Oct-16,NCT02920593,Phase 4,Recruiting,Interventional,412,Unknown status,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,17,TRUE,Non-race specific,Non-race specific,2016,0,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Treatment of Post-SCI Hypotension: A Randomized Controlled Study of Usual Care Versus Anti Hypotension Therapy,9/30/2016,2/28/2019,6/1/2017,1-Jun-17,NCT02919917,Phase 2/Phase 3,NA,Interventional,60,Recruiting,2,TRUE,U.S. Fed,Public,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Effect of Acetaminophen on Postpartum Blood Pressure Control in Preeclampsia With Severe Features,9/22/2016,10/31/2017,9/30/2016,Sep-16,NCT02911701,Phase 4,"Active, not recruiting",Interventional,100,Unknown status,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"An Open-label, Phase 2a Trial to Evaluate the Effect of Escalating Doses of IW-1973 on Tolerability, Endothelial Function, and Hemodynamics in Patients With Stable Type 2 Diabetes and Hypertension",9/20/2016,4/30/2019,9/30/2016,Sep-16,NCT02906579,Phase 2,NA,Interventional,11,Completed,1,FALSE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Industry Sponsor,Non-Race Specific
NSAID Use in Postpartum Hypertensive Women,9/15/2016,10/31/2018,3/15/2017,15-Mar-17,NCT02902172,Phase 4,NA,Interventional,36,Terminated,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Utilizing Consumer Health Informatics to Support Management of Hypertension by Clinical Pharmacists in Primary Care,9/13/2016,11/30/2019,10/31/2016,Oct-16,NCT02898584,Not Applicable,NA,Interventional,16,"Active, not recruiting",1,FALSE,Other,Other,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Prospective, Randomized, Adaptive, Double-Blind, Sham-Controlled, Multicenter Study to Evaluate the ROX Coupler in Subjects With Hypertension",9/9/2016,5/31/2019,3/22/2017,22-Mar-17,NCT02895386,Not Applicable,NA,Interventional,30,Terminated,13,TRUE,Industry,Industry,"Device, Other",Device,Device,FALSE,2,TRUE,Non-race specific,Non-race specific,2016,1,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
A Randomized-controlled Trial to Assess the Effect of Ibuprofen on Post-partum Blood Pressure in Women With Hypertensive Disorders of Pregnancy,9/7/2016,5/31/2019,12/1/2016,1-Dec-16,NCT02891174,Phase 4,NA,Interventional,74,Completed,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Inhaled Beta-adrenergic Agonists to Treat Pulmonary Vascular Disease in Heart Failure With Preserved EF (BEAT HFpEF): A Randomized Controlled Trial,8/31/2016,2/28/2019,9/30/2016,Sep-16,NCT02885636,Phase 3,NA,Interventional,30,Completed,1,FALSE,NIH,Public,"Drug, Other",Drug,Pharmaceutical,TRUE,1,TRUE,Non-race specific,Non-race specific,2016,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
L-Arginine For Anti-VEGF Induced Kidney Injury,8/29/2016,5/31/2019,10/23/2018,23-Oct-18,NCT02882373,Phase 2,NA,Interventional,0,Withdrawn,1,FALSE,NIH,Public,"Dietary Supplement, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Adverse Neurogenic Actions of Dietary Salt,8/29/2016,4/30/2019,4/30/2016,Apr-16,NCT02881515,Not Applicable,NA,Interventional,76,Recruiting,1,FALSE,Other,Other,"Other, Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
